hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,lum_class
WD 1856+534,M,4710,0.01,0.52,,,-4.12,7.92,7.93,,VII
TRAPPIST-1,M,2559,0.12,0.08,0.04,[Fe/H],-3.281,5.28,0.5,71.5,V
Kepler-1582,M,3208,0.3,0.28,0.48,[Fe/H],-2.389,4.93,7.76,26.12704,V
Kepler-1649,M,3240,0.23,0.2,-0.15,[M/H],-2.287,5,,22.91997,V
K2-320,M,3157,0.3,0.12,,,-2.125,4.55,,16.90184,V
EPIC 206215704,M,3467,0.37,0.41,,,-2.088,4.99,,19.87982,V
K2-325,M,3287,0.3,0.27,,,-2.048,4.84,,14.63907,V
EPIC 201170410,M,3648,0.28,0.29,-0.048,[Fe/H],-1.9,5,,,V
Kepler-1314,M,4188,0.59,0.6,-0.22,[Fe/H],-1.891,4.68,6.03,18.53414,V
Kepler-1650,M,3410,0.33,0.33,-0.11,[Fe/H],-1.871,4.86,13.9,8.73,V
K2-317,M,3387,0.38,0.4,,,-1.871,4.88,,11.58286,V
K2-91,M,3622,0.28,0.29,,,-1.841,5,,10.36688,V
K2-72,M,3360.47,0.33,0.27,,,-1.837,4.9,,12.2977,V
K2-316,M,3436,0.38,0.41,,,-1.83,4.89,,10.82654,V
K2-129,M,3459.09,0.36,0.36,,,-1.828,4.87,,10.66281,V
K2-242,M,3459,0.37,0.38,-0.01,[Fe/H],-1.808,4.89,,10.34168,V
Kepler-1646,M,3299,0.26,0.24,0.04,[Fe/H],-1.78,5.01,4.68,9.78459,V
EPIC 206032309,M,3489,0.37,0.22,,,-1.73,4.85,,9.77858,V
Kepler-560,M,3556,0.33,0.34,-0.39,[Fe/H],-1.717,4.94,4.07,8.38608,V
Kepler-1512,K,4372,0.67,0.73,0.2,[Fe/H],-1.695,4.64,1.78,6.76,V
K2-124,M,3570,0.39,0.39,0.023,[Fe/H],-1.659,4.86,,9.58,V
K2-125,M,3654.47,0.4,0.49,,,-1.641,4.83,,8.77693,V
Kepler-1652,M,3638,0.38,0.4,-0.3,[Fe/H],-1.638,4.88,3.2,7.05,V
Kepler-504,M,3519,0.33,0.33,-0.31,[Fe/H],-1.577,4.94,4.17,7.93023,V
DE CVn,M,3579,0.42,0.51,,,-1.574,4.8,,7.71066,V
K2-88,M,3537,0.26,0.26,,,-1.545,5.02,,7.18129,V
Kepler-1439,M,3578,0.43,0.46,-0.03,[Fe/H],-1.544,4.83,4.07,6.98546,V
Kepler-1229,M,3784,0.51,0.54,-0.06,[Fe/H],-1.533,4.75,3.72,4.35164,V
K2-71,M,4006,0.43,0.48,,,-1.519,4.85,,6.24198,V
EPIC 201238110,M,3587,0.37,0.41,,,-1.508,4.78,,6.73294,V
Kepler-1308,M,3468,0.34,0.35,-0.13,[Fe/H],-1.503,4.92,3.72,6.07171,V
Lupus-TR-3,K,5000,0.82,0.87,,,-1.464,4.96,,11.19938,V
Kepler-1319,M,3655,0.54,0.56,0.44,[Fe/H],-1.457,4.73,5.37,5.61277,V
Kepler-369,M,3591,0.47,0.5,-0.09,[Fe/H],-1.42,4.79,4.17,4.32691,V
K2-251,M,3717,0.49,0.52,-0.04,[Fe/H],-1.415,4.76,,5.7438,V
Kepler-705,M,3722,0.51,0.53,0.07,[Fe/H],-1.385,4.75,3.89,4.55841,V
K2-257,M,3725,0.5,0.52,-0.03,[Fe/H],-1.381,4.76,,5.56654,V
Kepler-732,M,3631,0.46,0.49,-0.01,[Fe/H],-1.375,4.79,4.47,5.14049,V
Kepler-1651,M,3713,0.5,0.52,-0.16,[Fe/H],-1.368,4.84,,4.1,V
Kepler-438,M,3748,0.52,0.54,0.16,[Fe/H],-1.357,4.74,4.4,5.52,V
K2-69,M,4127,0.49,0.55,,,-1.356,4.79,,5.05142,V
Kepler-974,M,3687,0.5,0.52,0.07,[Fe/H],-1.354,4.76,4.37,4.8384,V
K2-323,M,3710,0.55,0.48,,,-1.339,4.63,,4.86477,V
K2-324,M,3752,0.51,0.52,,,-1.333,4.74,,5.31375,V
Kepler-568,M,3768,0.53,0.55,0.11,[Fe/H],-1.33,4.73,5.89,4.73516,V
Kepler-1628,M,3724,0.52,0.55,0.17,[Fe/H],-1.33,4.74,5.13,4.31349,V
K2-89,M,3691,0.32,0.35,,,-1.327,4.96,,4.89287,V
Kepler-1624,M,3636,0.47,0.5,0.06,[Fe/H],-1.323,4.78,4.47,4.32842,V
Kepler-1124,M,3658,0.34,0.35,-0.59,[Fe/H],-1.323,4.93,3.39,5.16342,V
Kepler-691,M,3715,0.5,0.53,0.04,[Fe/H],-1.305,4.76,3.98,4.37819,V
Kepler-737,M,3813,0.48,0.51,-0.24,[Fe/H],-1.301,4.77,3.89,5.23896,V
Kepler-1089,M,3753,0.49,0.52,-0.09,[Fe/H],-1.297,4.76,3.72,4.5352,V
Kepler-676,M,3701,0.49,0.51,-0.02,[Fe/H],-1.295,4.77,4.27,4.41969,V
K2-147,M,3672,0.55,0.58,0.19,[Fe/H],-1.292,4.72,,4.2353,V
Kepler-1350,M,3827,0.53,0.55,-0.06,[Fe/H],-1.283,4.74,4.57,4.9823,V
K2-318,M,3851,0.55,0.56,,,-1.277,4.7,,4.49344,V
K2-43,M,3840.6,0.54,0.57,,,-1.273,4.68,,4.39884,V
Kepler-327,M,3799,0.49,0.59,-0.2,[Fe/H],-1.26,4.76,3.02,3.77387,V
K2-321,M,3855,0.58,0.6,,,-1.254,4.68,,3.97279,V
Kepler-779,M,3804,0.44,0.46,-0.43,[Fe/H],-1.234,4.81,3.89,4.62877,V
Kepler-993,M,3843,0.54,0.57,0.03,[Fe/H],-1.229,4.72,3.89,4.12779,V
K2-83,M,3910,0.42,0.48,,,-1.204,4.86,,4.4018,V
Kepler-395,M,4262,0.56,0.62,-0.02,[Fe/H],-1.194,4.73,1.6,3.28318,V
Kepler-353,M,3903,0.5,0.55,-0.12,[Fe/H],-1.187,4.75,3.39,3.40975,V
Kepler-1410,M,4092,0.6,0.63,0.01,[Fe/H],-1.158,4.67,4.07,3.25,V
K2-123,K,4035,0.59,0.62,0.03,[Fe/H],-1.143,4.69,,4.511,V
Kepler-1455,M,4075,0.6,0.62,-0.02,[Fe/H],-1.141,4.68,4.17,4.07774,V
Kepler-1049,M,3864,0.49,0.51,-0.33,[Fe/H],-1.14,4.77,3.8,4.01778,V
Kepler-994,M,3934,0.54,0.56,-0.13,[Fe/H],-1.139,4.72,3.24,3.8829,V
Kepler-1074,M,4002,0.57,0.6,-0.06,[Fe/H],-1.121,4.7,3.55,3.87226,V
Kepler-1075,M,3959,0.54,0.56,-0.17,[Fe/H],-1.113,4.72,2.95,3.91647,V
Kepler-1663,M,3844,0.63,0.61,0.06,[Fe/H],-1.109,4.63,0,3.46716,V
Kepler-1388,M,4098,0.61,0.63,0.02,[Fe/H],-1.107,4.67,4.47,3.82796,V
Kepler-440,K,4134,0.56,0.57,-0.3,[Fe/H],-1.102,4.71,1.3,4.76,V
Kepler-1152,M,3964,0.53,0.55,-0.25,[Fe/H],-1.097,4.73,3.47,3.72809,V
Kepler-505,K,3931,0.53,0.55,-0.19,[Fe/H],-1.079,4.73,3.16,3.26885,V
Kepler-441,M,4340,0.55,0.57,-0.57,[Fe/H],-1.051,4.71,1.9,4.94,V
Kepler-988,M,4005,0.53,0.55,-0.32,[Fe/H],-1.047,4.73,3.16,3.38055,V
K2-322,M,4141,0.6,0.63,,,-1.039,4.68,,3.57867,V
K2-284,M,4140,0.61,0.63,0,[Fe/H],-1.013,4.67,0.12,3.91,V
K2-54,M,3798,0.38,0.42,,,-1.011,4.89,,3.36086,V
K2-148,M,4079,0.63,0.65,-0.11,[Fe/H],-0.996,4.65,,2.94262,V
Kepler-1366,M,4070,0.6,0.62,-0.02,[Fe/H],-0.996,4.68,3.98,2.87389,V
Kepler-1009,K,4027,0.57,0.59,-0.12,[Fe/H],-0.987,4.7,3.16,2.82945,V
Kepler-901,M,4184,0.57,0.59,-0.3,[Fe/H],-0.984,4.7,3.8,9.67188,V
Kepler-1351,K,4439,0.67,0.7,-0.03,[Fe/H],-0.983,4.64,4.17,4.81851,V
Kepler-283,M,4351,0.57,0.6,-0.17,[Fe/H],-0.983,4.72,3.09,12.57304,V
EPIC 206042996,K,4055,0.67,0.56,,,-0.98,4.58,,2.90458,V
K2-326,M,3924,0.69,0.51,,,-0.978,4.46,,2.80726,V
Kepler-329,M,4257,0.52,0.6,-0.44,[Fe/H],-0.971,4.74,3.47,4.72946,V
Kepler-777,K,4043,0.56,0.58,-0.17,[Fe/H],-0.968,4.71,3.16,5.77301,V
HIP 5158,K,4962,0.75,0.78,0.1,[Fe/H],-0.959,4.37,6,2.56445,V
Kepler-1456,M,4231,0.62,0.64,-0.09,[Fe/H],-0.957,4.67,3.72,3.309,V
K2-90,M,4484,0.62,0.63,-0.225,[Fe/H],-0.953,4.65,,3.74,V
Kepler-1105,K,4299,0.68,0.71,0.28,[Fe/H],-0.945,4.62,8.71,0.66228,V
Kepler-1579,M,4584,0.7,0.75,0.11,[Fe/H],-0.94,4.63,2.24,2.42054,V
Kepler-316,M,4204,0.52,0.59,-0.23,[Fe/H],-0.936,4.74,3.31,5.73497,V
Kepler-442,K,4402,0.6,0.61,-0.37,[Fe/H],-0.932,4.67,2.9,4.01,V
Kepler-333,M,4259,0.53,0.6,0.046,[M/H],-0.928,4.73,3.24,2.34739,V
Kepler-844,M,4128,0.57,0.59,-0.24,[Fe/H],-0.921,4.7,3.8,0.5851,V
K2-4,M,4014.73,0.57,0.64,-0.12,[Fe/H],-0.915,4.85,,2.81523,V
K2-212,K,4272,0.65,0.67,0.03,[Fe/H],-0.91,4.64,,4.445,V
Kepler-1331,K,4508,0.69,0.72,0.05,[Fe/H],-0.909,4.63,4.17,7.08786,V
Kepler-674,M,4192,0.57,0.6,-0.27,[Fe/H],-0.907,4.69,3.31,18.76826,V
Kepler-1367,M,4106,0.6,0.62,-0.06,[Fe/H],-0.905,4.68,3.89,3.35551,V
Kepler-1378,K,4407,0.67,0.7,0.03,[Fe/H],-0.903,4.63,6.46,3.19495,V
Kepler-16,K,4450,0.65,0.69,-0.3,[m/H],-0.903,4.65,3.8,3.563,V
Kepler-658,M,4103,0.6,0.63,-0.04,[Fe/H],-0.899,4.68,3.09,3.41332,V
Kepler-580,K,4298,0.64,0.67,-0.06,[Fe/H],-0.896,4.66,3.47,3.53227,V
Kepler-1053,K,4529,0.69,0.74,0.1,[Fe/H],-0.895,4.63,3.09,4.2258,V
Kepler-551,K,4286,0.63,0.65,-0.09,[Fe/H],-0.895,4.66,3.8,4.18804,V
Kepler-787,K,4248,0.62,0.65,-0.09,[Fe/H],-0.895,4.67,3.39,3.24108,V
K2-126,K,4339,0.65,0.69,0.02,[Fe/H],-0.878,4.66,,2.903,V
Kepler-898,K,4223,0.62,0.65,-0.06,[Fe/H],-0.875,4.66,3.98,1.46624,V
K2-50,K,4292.67,0.63,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,V
Kepler-753,K,4346,0.65,0.68,-0.03,[Fe/H],-0.865,4.65,3.63,4.41767,V
Kepler-622,K,4201,0.61,0.64,-0.09,[Fe/H],-0.862,4.67,3.47,6.95973,V
Kepler-1321,M,4094,0.53,0.54,-0.45,[Fe/H],-0.862,4.73,4.17,3.77092,V
Kepler-1086,K,4350,0.66,0.7,0.06,[Fe/H],-0.86,4.65,2.88,1.71384,V
Kepler-1687,M,4132,0.73,0.65,-0.14,[Fe/H],-0.859,4.53,13.8,2.39362,V
Kepler-1022,K,4445,0.68,0.71,0.06,[Fe/H],-0.858,4.64,3.63,22.3991,V
Kepler-1203,M,4105,0.61,0.64,0.01,[Fe/H],-0.854,4.67,3.47,2.81504,V
Kepler-895,K,4315,0.61,0.65,-0.16,[Fe/H],-0.854,4.67,2.63,5.02117,V
Kepler-1136,K,4512,0.68,0.72,0.03,[Fe/H],-0.853,4.63,3.24,11.55482,V
K2-228,K,4715,0.65,0.71,-0.25,[Fe/H],-0.849,4.66,,4.35191,V
Kepler-1460,K,4422,0.67,0.7,-0.02,[Fe/H],-0.844,4.64,3.98,14.95658,V
Kepler-1096,K,4306,0.63,0.66,-0.1,[Fe/H],-0.84,4.66,3.8,6.95894,V
K2-247,K,4667,0.69,0.74,-0.08,[Fe/H],-0.833,4.63,,2.0381,V
Kepler-991,K,4392,0.61,0.64,-0.25,[Fe/H],-0.831,4.67,3.47,6.80263,V
K2-57,K,4434,0.62,0.68,,,-0.83,4.68,,2.98676,V
K2-266,K,4285,0.7,0.69,-0.12,[Fe/H],-0.823,4.58,,2.79,V
Kepler-1536,K,4434,0.67,0.71,0.05,[Fe/H],-0.822,4.64,2.95,0.2868,V
Kepler-970,K,4511,0.67,0.7,-0.08,[Fe/H],-0.821,4.64,4.68,4.61175,V
Kepler-1540,K,4540,0.69,0.74,0.1,[Fe/H],-0.818,4.63,2.51,107.44923,V
Kepler-1430,M,4796,0.72,0.77,-0.03,[Fe/H],-0.816,4.62,2.09,2.636,V
Kepler-661,K,4483,0.67,0.7,-0.05,[Fe/H],-0.814,4.64,4.27,13.09803,V
K2-85,M,4268,0.51,0.57,-0.14,[Fe/H],-0.812,4.78,,2.35191,V
Kepler-398,K,4493,0.61,0.65,0.053,[M/H],-0.811,4.69,2.34,0.37842,V
Kepler-1019,K,4433,0.67,0.7,0.01,[Fe/H],-0.806,4.64,3.55,2.24787,V
Kepler-415,K,4362,0.64,0.67,0.01,[Fe/H],-0.805,4.62,4.9,2.40794,V
Kepler-1669,K,4303,0.71,0.67,-0.23,[Fe/H],-0.803,4.56,13.9,2.59347,V
K2-156,M,4597,0.66,0.66,-0.25,[Fe/H],-0.798,4.62,,2.68452,V
Kepler-801,M,4435,0.63,0.67,-0.17,[Fe/H],-0.798,4.66,3.55,1.5102,V
HATS-47,M,4512,0.66,0.67,-0.113,[Fe/H],-0.796,4.63,8.1,3.36,V
Kepler-833,K,4339,0.62,0.64,-0.18,[Fe/H],-0.793,4.67,3.72,5.88599,V
HATS-49,K,4405,0.7,0.71,0.208,[Fe/H],-0.785,4.6,10.5,2.961,V
K2-55,K,4456,0.63,0.7,,,-0.784,4.67,,2.35056,V
Kepler-331,M,4347,0.49,0.65,0.118,[M/H],-0.784,4.77,1.2,6.72352,V
K2-130,K,4356.47,0.74,0.7,-0.24,[Fe/H],-0.776,4.62,,2.72247,V
K2-49,M,4175,0.45,0.51,,,-0.774,4.81,,2.53526,V
K2-174,K,4455,0.68,0.7,0.113,[Fe/H],-0.773,4.62,,3.21,V
Kepler-1329,K,4500,0.69,0.72,0.02,[Fe/H],-0.771,4.62,5.62,4.94086,V
Kepler-1450,K,4524,0.68,0.71,-0.02,[Fe/H],-0.768,4.63,4.37,6.53451,V
EPIC 201497682,K,4991,0.55,0.78,-0.089,[M/H],-0.766,4.63,,3.22926,V
K2-128,K,4469.51,0.78,0.71,-0.26,[Fe/H],-0.766,4.7,,3.00478,V
K2-254,K,4629,0.67,0.71,-0.14,[Fe/H],-0.765,4.64,,2.71073,V
Kepler-968,K,4413,0.67,0.68,-0.58,[Fe/H],-0.763,4.68,2.14,38.18455,V
Kepler-55,M,4362,0.58,0.62,-0.01,[Fe/H],-0.763,4.7,2.34,0.0468,V
Kepler-437,K,4551,0.68,0.71,0,[Fe/H],-0.762,4.63,2.9,3.18,V
Kepler-621,K,4521,0.68,0.72,-0.02,[Fe/H],-0.759,4.63,3.63,2.07457,V
Kepler-158,K,4623,0.62,0.66,-0.03,[Fe/H],-0.757,4.66,13.9,0.50919,V
Kepler-1492,M,4712,0.72,0.77,0.06,[Fe/H],-0.754,4.62,2.82,1.71211,V
K2-121,K,4551,0.68,0.72,-0.04,[Fe/H],-0.745,4.63,,6.532,V
Kepler-834,K,4554,0.66,0.7,-0.13,[Fe/H],-0.745,4.64,2.69,3.60222,V
Kepler-1337,K,4523,0.67,0.7,-0.09,[Fe/H],-0.742,4.64,4.27,1.6892,V
Kepler-892,K,4747,0.72,0.75,-0.04,[Fe/H],-0.735,4.61,5.01,2.79666,V
K2-116,M,4348.35,0.67,0.69,0.01,[Fe/H],-0.734,4.64,,2.18936,V
Kepler-298,M,4465,0.58,0.66,-0.21,[Fe/H],-0.733,4.71,2.4,6.83183,V
Kepler-1318,K,4598,0.7,0.73,-0.01,[Fe/H],-0.73,4.62,4.57,4.29671,V
Kepler-1320,M,4817,0.74,0.8,0.1,[Fe/H],-0.729,4.6,3.16,4.76821,V
K2-62,M,4880,0.73,0.77,-0.29,[Fe/H],-0.727,4.6,,3.00696,V
Kepler-1190,K,4730,0.72,0.76,-0.02,[Fe/H],-0.727,4.62,3.98,2.94604,V
Kepler-1246,K,4611,0.69,0.73,-0.03,[Fe/H],-0.727,4.63,3.89,0.11476,V
K2-199,M,4648,0.68,0.73,-0.11,[Fe/H],-0.721,4.64,,2.92839,V
K2-255,K,4676,0.69,0.71,-0.14,[Fe/H],-0.72,4.62,,1.94835,V
Kepler-928,K,4700,0.7,0.73,-0.11,[Fe/H],-0.719,4.62,4.37,2.2407,V
Kepler-967,K,5178,0.8,0.84,-0.03,[Fe/H],-0.718,4.56,5.89,3.39073,V
Kepler-1359,K,4709,0.72,0.78,0.11,[Fe/H],-0.717,4.62,2.34,2.71881,V
Kepler-354,M,4648,0.67,0.65,-0.03,[Fe/H],-0.714,4.63,13.8,0.7995,V
K2-45,M,4103,0.45,0.5,,,-0.712,4.82,,2.12887,V
HATS-48 A,M,4546,0.72,0.73,0.186,[Fe/H],-0.709,4.59,11.97,2.804,V
Kepler-1526,K,4601,0.69,0.73,-0.01,[Fe/H],-0.707,4.62,4.68,6.31698,V
Kepler-1684,K,4706.54,0.67,0.75,0.127,[M/H],-0.707,4.67,,3.56721,V
Kepler-866,K,4751,0.71,0.75,-0.07,[Fe/H],-0.705,4.62,4.27,2.66491,V
K2-42,K,4613,0.64,0.7,,,-0.703,4.66,,2.58259,V
Kepler-436,K,4651,0.7,0.73,0.01,[Fe/H],-0.701,4.62,3,3.03,V
Kepler-1265,K,4630,0.69,0.71,-0.1,[Fe/H],-0.7,4.63,5.25,4.27014,V
Kepler-383,M,4710,0.67,0.67,-0.178,[M/H],-0.698,4.62,13.9,3.24938,V
Kepler-615,K,4655,0.69,0.73,-0.07,[Fe/H],-0.695,4.62,3.72,3.99937,V
Kepler-742,K,4642,0.71,0.76,0.07,[Fe/H],-0.692,4.62,2.57,3.26173,V
Kepler-1200,K,4612,0.7,0.74,0.04,[Fe/H],-0.689,4.63,3.02,2.48278,V
K2-119,K,4740,0.71,0.76,-0.05,[Fe/H],-0.685,4.62,,2.251,V
Kepler-808,K,4653,0.71,0.76,0.05,[Fe/H],-0.684,4.62,1.95,4.17487,V
Kepler-925,K,4673,0.72,0.77,0.12,[Fe/H],-0.684,4.62,2.57,1.63128,V
Qatar-2,K,4645,0.78,0.74,0.02,[m/H],-0.683,4.53,5,2.241,V
Kepler-785,K,4739,0.71,0.77,-0.02,[Fe/H],-0.683,4.62,2.82,3.97867,V
Kepler-1062,K,4597,0.7,0.75,0.11,[Fe/H],-0.682,4.62,2.45,11.57399,V
Kepler-220,K,4632,0.67,0.65,-0.174,[M/H],-0.676,4.65,6,2.15978,V
Kepler-1157,K,4679,0.71,0.76,0.05,[Fe/H],-0.675,4.62,3.39,2.97604,V
Kepler-1520,K,4677,0.71,0.76,0.04,[Fe/H],-0.673,4.61,4.47,0.47074,V
Kepler-1324,K,4776,0.73,0.78,0.05,[Fe/H],-0.673,4.61,2.88,13.69084,V
K2-68,K,4746,0.68,0.73,-0.21,[Fe/H],-0.673,4.63,,3.28491,V
Kepler-1150,K,4754,0.72,0.76,0.01,[Fe/H],-0.666,4.61,4.68,2.35572,V
Kepler-1197,K,4708,0.72,0.78,0.06,[Fe/H],-0.666,4.62,2.69,7.75533,V
Kepler-443,K,4723,0.71,0.74,-0.01,[Fe/H],-0.664,4.61,3.2,2.96,V
Kepler-304,K,4731,0.69,0.8,0.05,[Fe/H],-0.662,4.63,2.09,4.07394,V
K2-59,M,5055,0.73,0.77,,,-0.66,4.59,,4.00081,V
HATS-72,M,4656.1,0.72,0.73,0.099,[Fe/H],-0.659,4.59,12.17,2.743,V
K2-48,M,4899,0.73,0.77,-0.19,[M/H],-0.657,4.6,,2.6926,V
Kepler-1032,K,4647,0.71,0.77,0.16,[Fe/H],-0.655,4.62,1.86,7.73587,V
Kepler-378,K,4661,0.67,0.78,0.137,[M/H],-0.655,4.65,3.24,3.00344,V
Kepler-1161,M,4253,0.57,0.59,-0.35,[Fe/H],-0.653,4.7,3.39,3.57023,V
Kepler-1593,M,4995,0.77,0.81,0.02,[Fe/H],-0.652,4.59,3.63,2.14,V
Kepler-1465,K,4726,0.71,0.75,-0.06,[Fe/H],-0.652,4.62,3.72,30.77661,V
Kepler-1446,M,4865,0.75,0.81,0.11,[Fe/H],-0.651,4.6,2.63,3.39604,V
Kepler-1039,M,4870,0.74,0.79,0.01,[Fe/H],-0.649,4.6,4.37,1.07711,V
K2-281,M,4812,0.76,0.82,0.22,[Fe/H],-0.647,4.59,,4.354,V
Kepler-1630,K,4736,0.63,0.66,-0.46,[Fe/H],-0.646,4.66,5.01,7.73631,V
Kepler-1461,M,4919,0.74,0.79,-0.04,[Fe/H],-0.645,4.6,3.24,2.65917,V
Kepler-543,K,4671,0.67,0.7,-0.19,[Fe/H],-0.643,4.63,5.75,2.8465,V
Kepler-951,M,4834,0.73,0.77,-0.01,[Fe/H],-0.642,4.6,4.27,3.54555,V
Kepler-1146,K,4692,0.7,0.74,-0.06,[Fe/H],-0.642,4.62,4.9,3.92223,V
Kepler-935,K,4830,0.73,0.78,-0.01,[Fe/H],-0.639,4.61,3.8,2.40036,V
Kepler-1341,K,4662,0.72,0.79,0.19,[Fe/H],-0.638,4.62,1.82,1.19696,V
Kepler-202,K,4668,0.67,0.68,-0.263,[M/H],-0.638,4.65,3.24,4.24656,V
Kepler-1110,K,4781,0.7,0.73,-0.16,[Fe/H],-0.637,4.62,4.79,2.74996,V
Kepler-1688,M,4632.11,0.75,0.81,-0.046,[M/H],-0.636,4.6,14,3.14359,V
Kepler-1653,K,4807,0.69,0.72,-0.18,[Fe/H],-0.636,4.62,7.7,2.16,V
EPIC 201841433,G,5053,0.63,0.8,0,[Fe/H],-0.635,4.59,,2.65207,V
Kepler-960,K,4755,0.72,0.77,0.02,[Fe/H],-0.629,4.61,3.63,8.96358,V
Kepler-1315,M,4861,0.75,0.8,0.07,[Fe/H],-0.628,4.6,3.47,2.49769,V
Kepler-660,K,4779,0.71,0.75,-0.07,[Fe/H],-0.626,4.61,4.57,1.93557,V
Kepler-1363,K,4839,0.72,0.76,-0.09,[Fe/H],-0.626,4.61,4.17,3.10018,V
Kepler-1143,K,5053,0.77,0.81,-0.06,[Fe/H],-0.623,4.58,4.79,6.48761,V
Kepler-1029,K,5030,0.77,0.82,0.01,[Fe/H],-0.62,4.58,4.07,5.43948,V
Kepler-1206,M,4877,0.75,0.8,0.07,[Fe/H],-0.62,4.6,3.55,4.7099,V
Kepler-533,K,4758,0.72,0.78,0.01,[Fe/H],-0.62,4.61,3.24,1.02209,V
Kepler-1026,M,4948,0.75,0.79,-0.02,[Fe/H],-0.617,4.59,4.57,1.84625,V
Kepler-367,M,4710,0.69,0.68,0.197,[M/H],-0.617,4.63,2.29,3.49879,V
Kepler-1418,K,4770,0.72,0.77,0,[Fe/H],-0.616,4.61,3.63,3.48546,V
Kepler-1353,K,4776,0.72,0.76,-0.06,[Fe/H],-0.615,4.61,4.68,3.04244,V
Kepler-242,K,5020,0.85,0.81,0.01,[Fe/H],-0.613,4.49,14,0.65082,V
Kepler-842,M,4848,0.73,0.78,-0.02,[Fe/H],-0.612,4.6,4.37,2.76789,V
K2-162,K,4842,0.69,0.75,-0.17,[Fe/H],-0.61,4.63,,1.97721,V
Kepler-900,M,4836,0.73,0.78,-0.01,[Fe/H],-0.608,4.6,4.57,1.03464,V
Kepler-1577,M,4862,0.74,0.78,0,[Fe/H],-0.607,4.6,4.27,2.23018,V
Kepler-241,K,4699,0.67,0.67,0.031,[M/H],-0.607,4.63,13.9,2.98907,V
Kepler-1544,K,4886,0.74,0.81,0.02,[Fe/H],-0.606,4.61,2.34,2.06,V
Kepler-845,M,4913,0.75,0.79,0.01,[Fe/H],-0.605,4.59,4.79,0.55664,V
Kepler-1309,K,5235,0.8,0.85,-0.03,[Fe/H],-0.603,4.56,4.27,7.95737,V
Kepler-1362,M,4857,0.74,0.8,0.06,[Fe/H],-0.601,4.6,3.09,4.98007,V
Kepler-1042,K,4815,0.72,0.75,-0.1,[Fe/H],-0.6,4.61,4.79,2.91174,V
Kepler-665,K,4913,0.74,0.79,-0.03,[Fe/H],-0.595,4.6,4.68,4.89776,V
EPIC 206317286,K,4864,0.67,0.71,,,-0.593,4.57,,2.51975,V
K2-275,K,4812,0.73,0.79,0,[Fe/H],-0.593,4.61,,2.73722,V
NGTS-6,K,4730,0.75,0.77,0.11,[Fe/H],-0.592,4.7,9.77,3.9304,V
K2-209,K,4720,0.71,0.74,-0.06,[Fe/H],-0.588,4.46,,2.25118,V
Kepler-1697,K,4681.53,0.77,0.75,0.034,[M/H],-0.588,4.54,,2.28588,V
Kepler-1120,K,4904,0.74,0.78,-0.04,[Fe/H],-0.588,4.6,4.68,3.06505,V
Kepler-1481,K,4908,0.75,0.8,0.04,[Fe/H],-0.587,4.6,3.89,4.459,V
Kepler-290,K,5147,0.74,0.8,-0.06,[Fe/H],-0.586,4.62,1.1,9.48752,V
Kepler-942,K,4861,0.75,0.81,0.09,[Fe/H],-0.585,4.59,4.17,2.12768,V
Kepler-99,K,4782,0.73,0.79,0.18,[Fe/H],-0.585,4.61,1.47,2.86,V
Kepler-332,K,4955,0.72,0.8,-0.1,[Fe/H],-0.584,4.61,2.82,4.39175,V
Kepler-102,K,4903,0.74,0.8,0.08,[Fe/H],-0.584,4.61,1.41,2.76,V
Kepler-786,K,4838,0.74,0.81,0.09,[Fe/H],-0.583,4.61,2.51,2.25989,V
K2-53,K,5263,0.81,0.85,-0.037,[Fe/H],-0.579,4.55,,2.29,V
Kepler-1400,K,5044,0.78,0.83,0.04,[Fe/H],-0.578,4.58,4.57,2.64871,V
Kepler-113,K,4725,0.69,0.75,0.05,[Fe/H],-0.576,4.64,6.89,2.71,V
Kepler-258,K,4942,0.92,0.82,0.303,[M/H],-0.575,4.44,13.7,3.0299,V
Kepler-1254,K,4985,0.75,0.78,-0.1,[Fe/H],-0.572,4.59,5.62,4.55362,V
Kepler-954,K,4990,0.76,0.82,0.02,[Fe/H],-0.572,4.59,3.39,1.87375,V
Kepler-992,K,4944,0.74,0.8,-0.04,[Fe/H],-0.57,4.6,3.02,2.48007,V
Kepler-174,K,4880,0.62,0.6,-0.44,[M/H],-0.57,4.68,4.9,4.9616,V
Kepler-1521,K,5042,0.76,0.81,-0.05,[Fe/H],-0.569,4.59,4.47,3.42574,V
K2-81,K,4674.13,0.63,0.75,,,-0.569,4.67,,2.51722,V
Kepler-1007,K,4587,0.7,0.73,0.03,[Fe/H],-0.568,4.62,4.17,4.45642,V
Kepler-687,K,4841,0.73,0.77,-0.04,[Fe/H],-0.567,4.6,5.5,2.64998,V
Kepler-1140,K,4850,0.73,0.76,-0.08,[Fe/H],-0.566,4.61,5.01,5.29946,V
Kepler-1565,K,4940,0.73,0.76,-0.16,[Fe/H],-0.564,4.6,5.62,2.54419,V
Kepler-1387,K,5046,0.77,0.82,0.02,[Fe/H],-0.56,4.58,4.37,4.67079,V
K2-270,K,4877,0.77,0.85,0.26,[Fe/H],-0.558,4.59,,1.88623,V
Kepler-1076,K,4868,0.74,0.79,-0.01,[Fe/H],-0.557,4.6,3.72,2.40067,V
